age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,ext_0,ext_1,ext_2,ext_3,ext_4,ext_5,ext_6,ext_7,ext_8,ext_9,ext_10,ext_11,ext_12,ext_13,ext_14,ext_15,ext_16,ext_17,ext_18,ext_19,ext_20,ext_21,ext_22,ext_23,ext_24,ext_25,ext_26,ext_27,ext_28,ext_29,ext_30,ext_31,ext_32,ext_33,ext_34,ext_35,ext_36,ext_37,ext_38,ext_39,ext_40,ext_41,ext_42,ext_43,ext_44,ext_45,ext_46,ext_47,ext_48,ext_49,ext_50,ext_51,ext_52,ext_53,ext_54,ext_55,ext_56,ext_57,ext_58,ext_59,ext_60,ext_61,ext_62,ext_63,ext_64,ext_65,ext_66,ext_67,ext_68,ext_69,ext_70,ext_71,ext_72,ext_73,ext_74,ext_75,ext_76,ext_77,ext_78,ext_79,ext_80,ext_81,ext_82,ext_83,ext_84
6,3K740,66,TYY5C,33,W32D0,X9CMI,92O0R,9U496,IZYX2,42,72,61,8GR66,<=50K,LQQN7,EUY3Y,JFRWH,EXJA4,QG9PD,RMNWA,F00AT,Z500Z,AQ30R,QIG2Z,MDHHV,1YS11,EWKTB,ZFFGV,T6LKJ,597R1,W18HD,96CE1,4PRA7,DMVOG,PKJNZ,SLJPY,OQ4NR,IRS7Y,1BUBM,89TXG,WRV29,5ZZVC,6LD49,0EY78,MBKQF,74071,GQ9O0,N5XDB,E5G5T,8HXGT,JWEER,NG0ON,344HA,E1K9C,RSXWZ,IXQGC,2YLIU,VA4D8,TM94X,KTMUA,BB7GG,L5K93,V5I0R,OEY8G,DMSVP,6LPJ1,4PVD7,W8ZZS,KL334,PY33X,UG3KM,DX8NH,IROUF,E5F3F,2SVH9,DJ8L9,RDHDI,UX1MI,UV5M0,VZWWA,14DAJ,TXERI,SRH5T,YEM10,ZGBFJ,OZIPM,GB06D,YBXOL,G62SY,JIIIE,A8AFB,GK57G,BRZ5H,TY14B,1X29C,9J158,7PUQU,8VS10,OB3MB
39,47SWP,1,IOLRY,41,LTPU3,O9UGY,AIWWO,T6X9M,FMQ3H,20,72,32,6J6R8,>50K,8OFJJ,N56N4,D56S3,2NBGD,T4IFO,AGPX4,MHEP9,XZZ92,WMZBD,BOO98,UU4VZ,8K7WO,75OU8,2RFDA,64AXL,M7U97,AOMEP,ZUG9T,N9XHU,DKRRY,2LXTF,BSN1I,NPBD2,8E9ZL,E8QPP,F5F66,KHXDB,3GJYD,CRIBX,R414L,ESZ7D,9FRI2,PSSVN,HXG3O,M2P3V,YI6X4,3MDHO,N1G22,FMATW,WIZEW,N3FQ6,J41MZ,1YNH4,AOCFL,P6OOD,BPP98,1IQKH,FB6U5,Z6ITZ,JG6UN,JIRTM,YT3MD,IDO6O,E0NXI,GT9Q8,RUT23,P91DN,WL1IF,W48O1,18FVJ,0KJC4,8EGPI,16Q88,H41MC,LDOVL,I1PF3,QYJ08,UPSJG,LSW0U,C74G0,RK524,NMM1U,F203C,GU6N0,4699K,P874S,SDUY3,FM2GD,1TEQI,OYU43,HU76X,HEPHW,HNOVK,KJGJE,S8FT5
49,IK1HG,98,CP2F3,1,6QQMH,RNPZE,F69ZW,PXMOY,22J5R,47,56,4,NPEUX,<=50K,Y6NQL,838QR,8RK7F,GTR4D,BUZ0S,W8BO3,93LWB,2HDUD,ISMWF,IBHJK,3L0H4,VBNGU,S3ZKQ,FZM3E,T6LKJ,W78WB,DLLR5,5E3PH,HOHLG,IPJIX,XYER2,7V20H,KLLNQ,44HW4,N3498,6KQWS,MYMZZ,5BEKT,GWO5B,FIBH3,XLACS,MIXHA,GQ9O0,AMNV6,PE9UL,WXXCR,ZSVI8,27HUT,B3BZF,8MKTD,TEHZR,LJZIA,6IKKG,5M1H7,7DDR5,KGUQL,5WC4O,3UL6V,0PL1G,1EFYR,CUC20,Z97FU,AAXEM,5N0KN,0LHAB,5WYMY,N06DP,MYV1S,RPNJE,CXSJ7,24IDS,OQA67,IA4WF,K3WEJ,LDOVL,JWPLG,DXH9L,I5P87,ARB0I,H8D67,7MWGB,5D20Y,PFQQL,YQPPR,78BR2,A92DW,O4GF1,MD6J3,CU27U,YYD2L,YY8QJ,CUO38,1WZSG,4IQHZ,CRTIL
91,OP2UF,55,ALN7H,5,WFOBG,VS2QU,375KQ,Y0HKF,10WF3,61,29,4,5FBQ1,<=50K,BBP4L,PSQPL,OFTJF,H6GZE,JNVFD,MDX2M,DFM5V,2VQOH,2R7BP,AB0U1,T2JSZ,CPBE5,95H94,YGGWV,2AK98,H9V4J,B26QN,O56H9,69SV7,KCY9V,MAJ2V,WHLPL,KV5PT,76IOJ,FG5Z8,8M9DM,3X6X8,DJ8OK,2BAX3,70WO7,FY49H,6INNN,1B7BJ,PFP51,N664K,O3FM4,UYYY3,BRP54,JGW4O,BMLMP,4PW68,A3ZKH,LHRLD,U99X7,26K64,L0LX0,SH7QU,QGNXN,RST5F,5JQNN,9GBVF,UU3OE,66WG4,YXF1R,9ZMB9,DWS1H,UG3KM,OJZPH,G0QWK,8PLIX,DJESS,Z62DH,O4I4M,80KWF,NUVX3,08WM1,K3RCZ,I5P87,C3D50,E23B9,RIG7U,Y9GWK,B3HPS,07BI0,V1RSJ,H3GVO,9UDIF,R3HT9,1BBVF,T2UBA,MSD1K,3D3PT,PUHT8,GVIE0,2SIQR
24,Q6G6I,78,BMG6E,56,PAQZ0,TBAES,POW6S,LTHA3,WEVD0,23,55,16,QO41I,>50K,47CYB,7RKH7,UNJL9,Z0T7A,2D85S,RMNWA,OCG7P,1FHOK,UHB77,OIV7D,I4XQ0,QW58L,GRZOT,BYGI3,HO9CM,WPBE9,NQ842,T8KKN,ZK8P0,ZNPR6,XEUVC,0FMJ0,BJTU8,JSMDM,H1T9D,FW2OZ,GCFZO,KX8R4,T9MTT,MLZTE,0RKG1,L9CTP,XS3X5,0EUMR,V1S4W,IBHU9,PV689,4P8K3,MF6RY,K2ZEO,25PRO,GN6SS,MEEMS,P1M8J,1SFOX,XWQHK,BRGLY,HCJ2X,8Z7OA,358V9,V3X7X,HQMBR,5SGHS,JE1RD,HFQ52,6YUWG,GS5PE,IMYO0,QT2JI,AGBXZ,7CR4U,37J3C,5DC49,GKQCH,5ZHT5,DAS8J,4Y6ZW,7OBIE,IQB5I,ZZL1E,S36FV,9X1NW,1VLMS,OO3X1,BK4Q0,6QWOV,E2QS2,RHOLM,9CB42,UPE0T,H8C40,BM73D,KMMUG,8YVQQ,1K9GM
95,1N092,91,S8NRB,86,6ZI53,BEMGJ,TOCC5,1PTD3,3IYOU,36,31,71,SC3BJ,<=50K,V4U8F,ZCJTM,EMGXJ,W11P7,J72V4,JLJVI,LVIK5,GPI10,AOGDB,5LNWY,AAV9H,Q24PL,KRWW0,R4V4I,NGIZ2,3RVE9,98PGP,82VV6,WHO3S,HUJ5V,VMZOX,FHW8V,69DKV,JSMDM,0AMJR,FJBUL,EPZRA,UDHNS,H5Q9X,7EGE0,KEQHR,Y8O95,V3YVG,EXG4W,R5VXR,POH1J,EBY42,14MO4,FWXHD,WHFEX,08I0P,D6S7Z,6WFWJ,KOO03,1MTKP,L2103,PTV7C,O9R6E,8Z7OA,1EFYR,94IR2,1L8XQ,8EXXP,BWQ1U,90URQ,LODKD,0B2BW,UWBSP,B5ZXW,NGRPH,MEQWO,MY1LI,7ASIZ,ZHPKF,I91YH,JWPLG,YT1QL,ZJ56W,ZBT54,YU35E,5DYCX,9DHGJ,WWHNH,K209Y,VKNI3,0CXQE,J3FXT,UYQ7E,65QKJ,AABIG,TYRQT,Q0QWP,TRWZ3,O2IH7,31SXY
6,KRI09,74,M0JJ8,45,TG0VB,782CD,DIUJK,L0IX3,211HJ,51,51,44,8K8OI,<=50K,4ZHJO,UOOQR,JFS55,SLAJ0,A47Y4,HD36B,EHS5W,XROSY,P39WW,R95OJ,G78DI,5KWXQ,95H94,2AEPC,QC871,8FIX9,RD6SZ,MFUSZ,AMK0I,YA4Y0,LR3BB,R4VRA,96G44,WYAAB,EZ67H,GPG4B,K002Y,LCKWX,GH9UJ,08WD1,0RKG1,I4IJX,A968O,2QLIE,KFNI2,KREA6,3VWZO,65RD2,GP4WV,45SQP,WLGZF,IN77Z,T47QU,U2NOE,GEHDK,ZI4XV,4GZ82,BMRAN,AWQ58,63K5N,8RHN5,6PU4R,IM6P8,QS5RV,PPBUN,ZU9OU,XNAYH,PZHHD,GM5F5,GYINU,NSBSG,QWK08,HEZ79,708F0,NR9MF,SEH69,YYK23,ZIMPQ,CRNRX,6FLWD,74V1K,B51FB,V1O25,WQGMR,AN1GB,0B9I8,BL9V7,UXZYM,EJERQ,5F2LJ,Q2BNL,XU0IV,WT428,N948U,9KGEJ
6,6DU3C,70,BQIKO,67,49MJZ,LICIX,0VB5T,PZY1Y,1NNOX,30,92,48,MWPVC,<=50K,Q6Z51,FF9Y9,2K34W,LXUD7,6V7YP,RCE6S,909GA,VFP6E,QP5SM,7XJ1Q,EM9BN,2SFGV,K0R1I,E64S4,YERFI,FHNR2,JFCGB,X2DDE,7ZZU1,4582W,JGGRF,YZFT4,JM1KA,IRS7Y,0QRAL,JKDS8,5IBWI,VH9AM,RCMQ2,MNF1E,W16FX,ASIPS,IXGJG,JMI6B,VM170,FNV4T,TYYVG,W35R1,ZJRSN,1BTVO,WVZ7Y,DO17X,LQ6FC,65RWR,T6WNK,LKUNE,J1ZMX,BDYR3,JD3DW,22MU7,8RHN5,8M5EX,7IV5V,B7BM9,1LF46,0IAU4,JEG09,V7S14,CXYKF,GZSUV,ABJ1Y,VHIKR,K10V8,ODNXG,OBLFT,6AJ1C,8SRDH,YGRNS,YA5JH,K6XJ8,G9FJU,FGPHS,AG6NS,BLEJH,PDH7Q,A34GZ,5OTSD,WSAO8,BRZ5H,P6JE6,B6QRS,UTIKF,MIX0Z,1SOG0,AU6VB
73,Z178N,42,KSJ5H,39,OLW46,50OY5,F69ZW,GFTCF,IQAKQ,23,33,57,54ATG,>50K,QSZOB,F4SPJ,ROUF0,6M7CF,QHYE4,3W292,I0S6D,1SDPL,47YGT,LXL7X,8AHO5,73HMH,VH8OG,QDN7A,T6LKJ,VPFY8,WVN0N,9PZJG,4PD1S,N9UBZ,SZEL6,FBP9E,W8Z5L,Q723X,QRKE0,OHFG6,2UI6Y,4FHUM,ES1PK,MRXHD,50LWA,ARZWM,S4PKY,DSKKG,KHU8M,G1TNF,71A37,1WW1K,VRDJT,BOXXA,S2XR0,IN77Z,ME7DM,65RWR,ZYCD8,KGUQL,KVJJK,0WWY1,M3P6H,E98Q3,A6PF9,595MZ,VGWDZ,B6A3C,GQ5IM,6JEJZ,8RUQI,QNOK6,WWKH9,1P9R1,0BH4S,ES87X,HAMZK,H41MC,6UJ9Z,GYR6R,3RVA8,MP4SX,EYUPP,H94X7,MI7CI,B3XZV,TDYDR,M7R3H,MAL1Q,5X63M,VNK9Z,52K7Y,QFXTX,TIMXK,8CURX,J0ATU,OLCRD,GVIE0,YHZNS
54,1H50Z,62,BZ4S0,25,UK7Q3,OEHYE,PPGMX,WRQ53,30LK7,31,35,13,EIE8M,<=50K,XHCK9,FF9Y9,OMGWZ,SX0I0,N92Q1,EAFXB,2YOLL,30NGT,GE7AN,25A6L,XBPWN,7FSDW,8CR9K,WWR6H,VAQ8Q,OCEEE,ZY18Z,WA8MX,HDI9C,AYGOY,X8B3N,0TCZS,WAPTZ,6LBIL,VBGKL,F5F66,YS2SA,ICSRL,9EW8Z,65UP9,FY49H,3E56C,35LCX,CVX1R,EP5H2,629YC,3MDHO,S8OLV,7YVML,AC9BV,8NT0L,F4L3V,TAOPD,CD3MV,DPTLZ,QFLF3,LTESK,S7W1V,56QDE,QHVRX,Y513O,WP43E,ZEALU,9X647,TMNJG,CWADT,45UND,6309L,4Y3I8,E94AC,4VXDE,MYCN0,QNOPP,461ZH,84VYM,K8L3Z,CDLE9,KTZ8D,TEY4Y,EB4TK,DP67Y,UJDF5,PX26M,BOFNH,KTBZP,NMKX3,28MOI,6JY8W,VI58I,C70MA,3PX5Y,R0VN2,QWU1W,Y76UZ,TW484
41,SU4Y7,65,5KLF4,8,O4SW4,0MJMI,HAICB,GG1NE,TPRV8,81,45,55,EB752,<=50K,PRGL2,1F6FM,5LS4A,EPPF2,5CHQY,Z3Z2K,2W33K,2AME9,7J5QU,R95OJ,ZTZI4,IQZM8,9HCBJ,YGGWV,64AXL,7CWEL,C1XMD,W2WYW,70XN2,JEZTL,B9RQD,ZNZSJ,BOONO,VZXSR,GA87E,XWV65,I3UDX,6MJXZ,YUFEB,3GHNE,024NH,9Y8I0,VFZK3,V7TDX,IPR64,IX6JX,NML5L,HK5Y2,3OP79,8ECKF,99FTK,09AV3,S6IRF,BDJIR,9JTK9,1VSRT,TVXL1,3TCUG,P85FI,NZWQF,HZ62Z,ZZRU9,KND1K,XS7T9,7P567,6XMKV,C4XMP,IYN88,QUUKL,16II3,WEAGP,GB523,7ASIZ,1BWFK,3W7JV,D11PM,V8K9A,AMCYA,DC976,INDLS,KR8N8,GF1T6,R1SNJ,27WEW,NQ3S5,OG65U,E505T,1993D,ZRONF,ZVENC,RBNYN,GS7ID,7PUQU,D2GPP,6DG5F
63,YGXZO,57,66CTN,65,811I7,OPH1U,NREO1,180GV,C1RP2,91,72,8,QY3VE,<=50K,FWM1V,65ALG,WFTS6,IYNV0,P3W9F,Y1F7E,L2BAG,YF95G,H6T90,LZ437,1ECUM,4TFRS,75OU8,S1IN7,WXRJ8,7FJ3Y,HNCHS,FFN39,N8J8U,TU5LB,L1RFI,VJTL3,5T65K,U71R6,R54I8,VEKQR,FIPFQ,XNJRD,YUFEB,7TR33,PGPQT,IOWUD,L3IAK,ONX41,ZPXJ1,865BE,GD7C6,I0A3D,1Q06V,9ZNYN,45F5T,KMD26,B1BEU,6GRUQ,P8QTZ,RUKSO,1LTTI,N71HS,WXDLT,33DV0,JIRTM,QFQA4,0JGHY,45346,GFMYP,YBJIB,3Q6YL,SSZ7V,QZFD3,5WL0B,IFKMM,OFZWQ,SCPEB,L6F3V,F2XBL,1ICZP,GB0XM,RJUG2,BK568,AZG9U,XZ876,7SK1E,G2OKO,ML17N,DF1QH,X2EFH,GIFV5,1WTI2,YIJ8B,E1QPO,E6QRP,GG9T4,1MI6J,6O6YP,F8AMK
11,M3FFK,82,RTC1E,16,BN7ME,UOU91,VMOVT,8TAG0,2EA25,79,16,28,XP8NQ,>50K,1JSXX,OEYHP,KJD53,F556I,J6PA9,ERE8C,909GA,M5YSL,B35PI,ZXGYN,0Z78M,W1BHZ,9845F,DVVA5,ZIL5F,ZD7F6,KBQVB,QZ33F,SM114,1XM6B,OKN8K,V3OQ9,X0DXA,ZHR8B,Z5RON,0V4B4,7KFHF,11ULL,GL55Z,YUSFI,F14WO,RR67M,R9D8X,9462R,SW5XL,KAWY4,KCIGD,V9YPF,BKGKF,XHY36,2MOJN,S400G,JJ23M,0Y75U,LBNW1,API4P,OWH1I,9DDEQ,M5GFE,52TYX,602I4,C73VZ,72TOL,MZ9Z7,ARNV7,8AMAT,O9408,00EPW,CS3KK,L03AN,2WWVT,066FP,YXZB0,1K5FO,FYPYJ,1LIVK,YT1QL,XRXG4,RTUE6,S1W45,XWN18,XKTDU,86U7M,XWSR9,72EOB,GD6HT,1GJMA,7P9I2,0V29O,VPQEQ,AJ604,NRUFM,9W93Z,N948U,EJD0N
41,UE2NH,84,DW42P,58,VPRS7,ACFK7,RL72T,N8M7P,E8QO2,53,82,86,LPGFH,>50K,5JGAX,36LOZ,PYECA,KVD0G,EYTXD,VL65K,WGIFE,ORAPE,AFBEE,DZYEE,VUZEF,ROUMP,JPCR5,2CH72,EG778,P6RZY,F599Y,3ESYX,KK3OO,W4ZGY,OK0SB,OVMNE,GVB6H,UKCJL,P4JWR,9R0AV,GBTHM,2HW6D,ES1PK,71ETO,D4L69,SISXL,MXHCH,2PYYW,XVHN5,RT7Q5,WTNOC,SAK41,JLIAN,99OSN,QTAEI,FWTSV,NMKUL,92MHR,CXILF,L2103,GKA5N,32R8J,7QYQF,AURNR,HKQDW,CYVRS,IV6UK,MZ9Z7,2JMQN,QXRXU,P46VY,L6E3A,5P1RT,CXSJ7,0EO0B,OLE47,0XYJD,8DMAX,ICAY0,WMGCC,HKEO3,JYWQ9,01GEI,CSY9R,WSWSH,1KOPK,LVUSX,QJRS4,4Z25N,KIK1F,QBNM9,ZGQW8,IBMTJ,T3X2K,XEW84,Z7PMH,INQXL,Z4K2X,FWGR9
85,7CNED,73,7QXE7,23,H57ZV,038WQ,IFPDA,O8N6V,H77B8,90,95,49,N9ITS,>50K,8QJR4,ZOARR,EMGXJ,2YKJW,2D6HC,E5UEU,A9D8D,TJW7U,RPJP4,E8MR5,YQZXG,PNXBF,DCN3J,O8I49,1TJ3J,RV70N,L9C86,PVHLR,TR8V4,A4PLD,G9DBD,T0934,0E7XN,HCC1H,VTVNU,TVGIR,LCAXF,156LL,6UKKQ,BC03G,65JKX,ZWLHD,VHVWD,ZA6PP,T59RJ,4ID4G,B1V0I,78PCA,0I67C,2BV3S,1G4Z3,0WKSQ,ETAL8,JQG8F,TETIQ,API4P,XIC0N,MRXPZ,9VX58,UPZPP,ENPH4,4GD6Y,W2SMP,CD5DE,ZEMA1,BE3LT,FUFDM,QG74U,T6QFT,BOFT4,NXVTL,AGPXV,I7BCO,KSCDB,9FEJY,6PR9B,9CS8K,96P94,C3D50,KKIP9,XWN18,92KIB,7BTM7,BSWYB,0IR0I,SQ8N7,Z3TI6,UXZYM,YIJ8B,T2UBA,M6OZK,BM73D,XTH1N,JJGLC,FWGR9
38,OH0I4,2,MAPFG,88,YQ5OZ,PBBQ0,G598I,EZ8H8,5BSLB,93,41,49,NDKLF,>50K,UBQ2Q,D3XFO,BGEJN,WOSAY,2A67F,ILO1L,TZNSW,YSRJC,RJ8YE,GE3G6,7EAW5,PAILZ,S1HES,2JHU8,4LXIO,I5HUP,CF5H6,XYLL1,JP1FV,VWK7F,FIDT4,IGWW0,3JN00,RP0SS,QYZN2,OPUB3,EGTOK,156LL,GWO5B,PXMP6,HR9PV,NEKH1,20W7S,Q9QXL,K610Z,SAGRU,MMQD6,6HK6Q,ITMH4,QXNSA,NQOVU,D6S7Z,4NL15,T529I,FB0WA,IXVGY,6K2VO,0NNK5,BFG5I,R0KFY,OUYAW,1NOF9,WMQL0,UGBMK,0SJUF,ZCR3Z,NWH95,L6E3A,X2XIH,URRKG,SDAMG,QWK08,O4I4M,A7R69,VVAHJ,NXB3A,N84VT,ZIMPQ,7GAVZ,557JV,EG0PW,RQCCC,3UHDG,P0WTK,HVNQQ,EIVUY,BE7QK,8Y1JS,P8QM6,36DYB,PM0WW,H6UWV,F9MIL,I1PVP,LBFKQ
89,K6ORE,68,LLPQO,22,12LAH,W0BQK,PPGMX,ANUTU,1NNOX,14,52,100,O3F66,<=50K,47CYB,NR3AX,5X1BY,DMTLI,C18BA,7VRTA,V64LE,PR0AB,0334S,Q0SQX,0YLHZ,4UYKB,58FHA,PDSRX,8WH8A,86ZPD,WY9E4,MG5DM,0OR52,PX7UM,0W9BZ,0G78P,DIBGI,WZ6CK,AM3GI,1LD98,VQPQI,0NWWT,LKVT4,3QTA5,R0XAD,NT66P,6U243,HBKHL,R5VXR,CP296,ABBQJ,S2O5Q,F0LHE,K1EWX,D2SRR,FD93I,YEHNN,5I6IQ,C2IO8,SDO0C,DYBAN,T70N9,OC5LG,Q626S,SPR5M,984W1,1LV4P,94G5S,YAP2Q,ZU9OU,AZLBR,E3CTW,TJTVF,LIEQQ,TPQIO,ADTLD,ZFMVB,PHDC0,06YXN,GEZ5N,4COCD,3VBM4,2KYSJ,PYM13,WYL22,TJZW9,H8QTG,FMBA6,IHQ34,OVBK9,3KCY3,AAB1V,TK7LJ,4RUX6,DJ8GV,GAC7B,N9BAE,O2IH7,5IH9O
39,EXSYK,35,WQACR,84,12LAH,ZHWL5,78Y3T,UC5OH,HS6VP,79,54,60,8YGMY,<=50K,E0OXF,EPS7M,J3RU0,TWJCU,3PJX2,NQF5L,UKWKZ,5KEOE,CYADF,VGYWC,94VAY,VQU2W,GQKC0,XTI1D,MY2QX,23M49,H8TTF,JH71C,KAVX8,XTCLF,YZEVC,BYT3P,NGCGD,UVIG4,LJNQV,XWV65,B09VH,KX8R4,JGLE8,XR6OA,W29Y7,9GRLC,V3YVG,XUS0D,QY45Y,PY8PA,6IHUT,I27WD,6DFV1,8W1PN,26W3L,1F8P1,NJE5V,5I6IQ,RU1DE,7R9WF,3Y1EL,4XS48,0V63G,J8MR9,W5PIM,MBA0Q,GVPE9,WY5X9,KL334,UDEGT,MG9VA,97J32,C4CHZ,DBWHR,1RYS2,2YKHV,AQ66Y,COYA9,OJDQZ,OM1MK,7TKJ1,JYWQ9,KF1F5,S7VXS,2I5ZM,DHCBD,I7RQP,QQ6WJ,A41WY,NS63J,LQML9,JU5XR,VLQIE,K50WX,WVTLJ,Z7PMH,JK7CZ,A6PBB,CRTIL
50,HQWRL,99,O9PDK,31,5LAU4,1SWU2,73XU1,HIX4Z,RTCR6,85,0,84,96XKU,<=50K,UBQ2Q,JPPK2,LS12Y,EL6QI,C8GNS,WT81N,H5DKY,GKHI6,LJATG,1G1R9,N14PW,9BTIW,3BNOX,KXAVN,DKLW5,1PAPY,PLYKR,BBFNC,JPXGE,V65BH,FXD65,XHUNX,JEHYZ,3UMGB,ZEQFU,6HIKN,6DLOY,Y54P1,3TOVA,G7XXP,5CNDP,YU990,MTI37,3D7IQ,J1Q2A,S906V,2CN3D,BDUGX,662Y5,65ZU2,G2FUW,OYOXX,WV31K,B0C6W,6NFOR,4IUX0,ENK2N,G0ZAO,TNX17,5WZNS,E9K9U,YT3MD,66WG4,G7PSF,5T4WW,P4MB1,PLBGX,UF36S,536DV,J8ZBQ,742J0,7F689,S1OKY,C96DC,6V6GK,3WHU0,Z3WUF,44P07,NENXX,HQHMY,T7MAE,PHA7Q,K441L,3DYE4,ZL40L,JMEVE,OVU5R,AAB1V,W866Z,LQM3E,2DU4Y,VQ52K,ZGEJF,A6PBB,9K8M7
36,NPPIO,45,Q4NN3,22,WNL09,95MVC,MKSFA,K8BAL,CU7LG,94,31,52,UTE11,<=50K,50FNT,OHB6N,SH6WN,Z5UGD,XWGHJ,JWGRD,OKU77,YSRJC,5389U,ZOBD8,WN7AE,I1H5R,U60S9,BH7WW,5BHB6,WDZRI,722FA,0JDJW,4ESIL,7OWGO,XYER2,HJ59P,ATH83,IGR55,V7SL4,VLNE8,Z8G9G,6AA1R,3H30A,K8167,2DJO3,V2RYC,F7D7G,S7PJ5,2EZVJ,H5JYT,WTNOC,RGK5D,MVDSO,BMLMP,H185E,D6S7Z,6JN9S,UX594,UPTGY,KT7M5,1TX2B,ZE00Z,LB7R0,UPZPP,R95IF,H834S,UYF84,YU353,3231K,UWMIH,XNAYH,U4BJG,H7H2T,E75ZP,I5S0W,37J3C,LHJMX,ZE2G2,S40FK,6PR9B,17PED,SWXN1,HUDTY,ORY6T,6CNGA,9DHGJ,0PQTF,BQ1NS,98T98,BV2B2,GIFV5,H7PYO,W0BLF,YYD2L,2DU4Y,OUQSV,EPS61,3Z93I,VJ2WQ
75,M3FFK,32,M6VN2,13,6ZI53,Z9TMX,R4F46,M1AGF,XV0LC,2,69,62,XOPDB,>50K,5Q6DG,GDZXT,XN4EJ,Z5UGD,34YZE,7KJ79,QQCEG,WVLHO,L6479,34O6H,4H80W,5G876,BMGO0,MM5QU,YERFI,E68Y7,Q7IRO,5HUB6,0XDIS,NDG3O,ICS0C,6TZ4A,GX5R8,3XMOP,09ENL,8O2VZ,WJU0J,5YQJA,ZDE8N,WMTR2,YDJPX,EPZ7N,EYOC0,BSZX5,YWFB9,5F9W0,H8377,X11KF,95N5L,IP8NQ,TEERA,FG96I,KV0G3,MZ95S,6DTEB,SBST3,J118A,ECJZZ,6AKQB,FWACJ,9GBVF,3LHOI,CMDKJ,CHLWD,WF05G,FTSWV,YZQHO,22405,E1WJ9,G5J6E,RODAF,C5ORS,S4RBY,7T0HR,CNAPE,8YO4O,8WZAJ,Z3ZQM,RXUQC,WMTJ3,OEV20,8LAIB,HFPZB,U7U7T,QTOMK,GTVSD,ZXSCX,ADSOB,95HLV,K50WX,S77MG,1VYZ9,S3EZE,DBB0L,K4AUN
65,CBHJ1,99,E8ESS,12,V3HCG,CMNVZ,GGRRP,8TAG0,H5WZA,84,41,48,HWPII,>50K,URGHE,YJMZV,VPRH6,F556I,J03A9,SALVA,9D9VM,YIX70,HNH73,N75J1,TGS24,HU9SQ,MTGDS,PKYIY,HHK8K,BCSDG,1FGVK,11696,ZPK4U,7BN9W,L1RFI,0FMJ0,2HFGT,2R57K,CKJFG,2A4IS,P809R,XNJRD,908LD,SQ9PD,DS05U,1IAW8,VPOOU,MYRUE,HV0F1,SMW17,J5IU2,1BW1O,GP4WV,HHANF,D2SRR,36XRF,5RX2Z,KJDNK,NGD6K,MX9RT,JKTZE,I5IUE,VWZ10,W4XUT,MMOC7,QFQA4,CPD1R,0ZG60,HK47V,710UN,04JGH,5C0KA,K51Q9,FQRB8,73AF4,N0F6K,R0GWG,Y5GGX,S40FK,MZ7DE,Z3WUF,0VGJX,ZBT54,4D6YM,AQE0Y,TO49R,OD60Q,NNY4B,98T98,11XOY,MZBFF,NMY2V,YY914,4RUX6,UPHCP,B5VEW,SJDE6,D2GPP,Q38XP
7,ERLFS,2,WEGQ3,25,9EUK1,LEUQ9,VK4CE,L9074,H77B8,43,32,55,E26L5,>50K,VMJQ9,WAICR,2YIDM,GTR4D,3GCCR,34G7O,JCKDG,LPB9G,PM09H,M8RH9,NV7LZ,2V7MV,RO1M0,73TYE,AXUAD,3KW9E,WTIIE,VN96B,5UKVT,C1S5M,4TZ0V,HAWZG,4ATR4,8OFKY,F56N6,XM2QN,X7KPU,7ZJ7D,3H6L0,YEBFR,4XIZV,0VI43,FA4A5,1XVRS,E5G5T,O1V4K,75SX0,P3L6J,B3BZF,P3DJV,JPY1V,7G86F,QXNE7,PHUO6,8X2KG,76ZVI,5E63R,L5K93,L8RFN,EH046,EK7I0,SKGUS,IHGVF,CHLWD,6LRC1,069UI,YH02H,Q4UWU,UP2A6,APRBH,WQ3JY,O3VH4,72PMM,90VYM,PU95E,OM1MK,LY1AB,G4OLA,ROA1H,P69NJ,A8O34,1EJ0U,ORPY9,PFOZ1,V1YLZ,VJQKZ,ELY7P,VVQZ6,1LLAN,VMHIB,ZTON3,71133,5JHJF,I1PVP,P5U80
18,FGVM0,93,F3549,84,ZH7ZR,S5DG6,C4IOK,VDS43,8MPAD,68,91,26,QY3VE,<=50K,WB24R,OXFTP,OYTTC,V4S4L,2A67F,XX6IQ,1N496,KPL1Z,INAQD,V91UD,1H1SO,U0LF0,KS6TQ,DB4I4,MQV78,OO435,1MF7O,SJP9M,95DY5,D98E0,NB5V6,F8PFE,RN3N8,OCERT,XXT2X,SN2CZ,DYPGQ,4ZSBO,0UGGF,13O5G,WP7OV,9CLJV,AQ4ZY,FYHP9,5HF8F,JHV3S,DJ17X,1WW1K,W4VXO,7365J,TN0SV,OW3AQ,I11LP,Z7NU4,20VY6,1MBGL,Q220F,0DUOM,LJBEL,88A8P,CMUE5,P709S,Z58OB,79QS2,ZFQ57,E2M6X,S1HMG,9NYBU,9HW6Z,TOCDK,R1X4M,RHF8B,2DCJS,RH2MN,0OFOU,D9EAR,3IMVX,XRXG4,G1BBN,PEICC,4CAO3,K6MIH,SUTTD,QMHXX,THA1C,C2Z18,OAEI9,XGCE2,HA0WK,PPRP6,MDEQQ,HA4SZ,ZGEJF,YMFUN,31SXY
